Movie Name,IMDB Rating,Budget (Million $),Revenue (Million $),Avg User Watch Time (Minutes),Type
Midnight Chronicles,9.4,87.6,216.2,137.9,Series
Lost Code,7.5,130.5,621.2,82.5,Movie
Stranger Saga,6.5,147.1,356.0,143.5,Series
Hidden Empire,5.0,20.3,42.1,135.2,Movie
Secret Reckoning,8.3,146.3,368.2,81.6,Movie
Dark Reckoning,7.5,128.5,534.9,114.0,Series
Stranger Reckoning,4.1,214.1,991.2,141.4,Movie
Shadow Destiny,8.9,194.1,409.5,168.2,Movie
Hidden Code,8.3,56.4,145.5,74.7,Movie
Lost Legacy,9.2,62.6,284.4,61.0,Series
Hidden Code,7.7,76.1,54.2,79.8,Series
Final Saga,7.0,54.5,219.5,178.7,Movie
Midnight Prophecy,5.7,197.5,502.4,152.2,Movie
Stranger Empire,9.1,298.3,654.6,133.7,Series
Eternal Truth,8.6,196.0,492.2,76.0,Movie
Hidden Reckoning,3.3,182.4,434.9,109.9,Series
Stranger Saga,3.2,123.6,482.6,145.8,Series
Midnight Prophecy,5.4,94.5,441.9,167.5,Movie
Midnight Empire,8.3,273.4,741.3,105.8,Movie
Hidden War,9.4,290.7,1234.7,180.0,Series
Secret War,4.0,149.5,567.2,76.8,Series
Secret Chronicles,6.9,87.8,174.6,106.4,Series
Hidden Saga,5.5,231.3,727.0,165.0,Movie
Midnight Code,9.3,40.6,142.1,138.0,Movie
Dark Truth,8.5,229.9,139.3,157.3,Movie
Final Empire,8.4,245.9,561.1,168.9,Series
Eternal Reckoning,6.0,38.3,190.2,120.9,Movie
Midnight Saga,5.7,293.1,987.1,88.2,Movie
Stranger Prophecy,4.8,295.7,592.6,143.2,Movie
Broken War,3.4,281.1,456.8,127.6,Movie
Lost Destiny,8.6,149.3,215.4,152.7,Movie
Stranger Legacy,8.3,74.6,172.1,121.4,Series
Eternal War,9.5,175.0,239.7,157.3,Series
Lost Destiny,9.5,126.6,140.3,168.2,Series
Lost Truth,6.6,62.6,133.9,149.9,Movie
Shadow Destiny,8.0,127.7,412.7,149.2,Movie
Dark Destiny,9.1,199.5,231.2,130.5,Movie
Shadow Empire,8.5,22.2,15.5,116.6,Movie
Secret Legacy,4.6,100.7,66.0,176.7,Movie
Secret Truth,5.9,6.3,10.7,137.4,Series
Hidden Saga,3.8,225.1,305.1,160.8,Series
Shadow Code,9.2,192.6,563.7,120.6,Movie
Secret Prophecy,6.9,19.7,50.2,126.6,Movie
Eternal Truth,4.5,289.5,567.8,139.5,Movie
Lost Saga,7.4,7.8,33.2,147.4,Series
Secret Truth,7.0,177.4,491.8,113.8,Series
Dark Empire,5.3,233.1,212.6,102.8,Movie
Stranger Code,3.7,236.6,433.2,88.7,Series
Lost Empire,7.4,11.3,55.1,110.8,Movie
Hidden Saga,6.4,272.0,1331.8,85.3,Movie
Stranger Code,8.0,275.6,453.6,110.0,Movie
Secret Prophecy,6.4,168.9,211.6,165.0,Movie
Broken Destiny,8.5,145.1,396.2,177.2,Movie
Dark Code,6.6,14.4,38.4,129.3,Movie
Hidden Truth,6.6,169.0,396.4,77.5,Movie
Secret Truth,8.7,123.4,355.7,111.3,Movie
Shadow Empire,5.6,232.1,358.6,132.2,Movie
Midnight Reckoning,3.9,121.8,123.9,104.5,Movie
Eternal Legacy,3.2,205.4,630.0,84.6,Movie
Lost Truth,7.9,31.3,147.0,87.2,Movie
Lost Saga,7.0,40.8,45.7,116.9,Series
Stranger Reckoning,7.6,42.8,157.1,86.0,Movie
Dark Saga,4.4,14.6,36.1,89.9,Movie
Lost Destiny,3.9,162.9,296.9,164.8,Movie
Dark Code,3.1,238.4,1034.4,153.5,Movie
Midnight Reckoning,5.3,183.5,468.7,66.6,Movie
Broken Saga,6.8,172.9,540.3,98.4,Movie
Broken Prophecy,5.5,204.5,510.0,123.8,Movie
Lost Destiny,5.8,102.6,88.8,67.3,Series
Eternal Code,8.9,109.2,346.9,142.0,Movie
Stranger Chronicles,5.3,95.0,226.6,106.1,Movie
Eternal Code,6.3,213.9,190.5,107.7,Movie
Eternal Code,8.1,49.3,156.8,91.8,Movie
Final Reckoning,5.6,4.9,2.7,100.1,Movie
Lost Saga,7.0,179.3,257.9,163.4,Movie
Eternal Chronicles,8.6,282.8,1135.4,154.6,Movie
Lost Code,9.2,183.2,122.9,172.3,Movie
Dark Destiny,4.0,235.1,801.7,143.9,Movie
Broken Saga,9.0,202.2,965.2,129.3,Series
Eternal Saga,6.2,149.7,190.2,91.1,Movie
Midnight Saga,4.7,215.8,513.0,140.0,Movie
Broken Prophecy,6.0,247.4,764.4,168.7,Series
Midnight Destiny,9.4,68.2,172.3,68.3,Series
Stranger Prophecy,6.2,101.5,334.1,113.2,Movie
Dark Destiny,5.1,67.9,157.4,77.9,Series
Shadow Code,7.1,136.2,159.1,157.3,Movie
Stranger War,4.6,265.6,239.2,133.7,Series
Final Prophecy,3.5,104.2,401.2,165.6,Movie
Midnight Empire,3.8,113.0,177.8,67.6,Series
Eternal Saga,3.8,258.2,1113.8,168.7,Movie
Secret Code,4.0,155.1,596.1,68.1,Movie
Hidden Chronicles,3.9,161.1,116.4,94.5,Series
Dark Truth,7.2,258.4,363.2,78.7,Series
Stranger Code,4.2,147.7,267.9,77.4,Movie
Shadow Code,5.2,204.8,650.3,80.6,Movie
Midnight Prophecy,8.8,26.6,110.2,117.6,Movie
Secret Destiny,6.1,54.4,42.0,154.1,Series
Broken War,7.3,121.9,197.9,167.8,Movie
Hidden Destiny,4.1,149.0,326.7,128.0,Movie
Secret Saga,4.2,289.8,384.0,78.9,Series
Dark Saga,3.3,291.2,860.2,69.5,Movie
Stranger Code,4.1,255.5,677.3,119.3,Series
Final Reckoning,4.8,95.4,183.6,151.8,Series
Broken Chronicles,4.2,289.2,817.3,134.4,Movie
Secret Saga,3.6,207.1,435.2,129.9,Movie
Eternal War,3.8,118.5,242.3,65.8,Movie
Broken Destiny,6.0,210.8,357.2,109.4,Movie
Stranger Reckoning,4.3,5.9,17.3,126.0,Movie
Dark Chronicles,5.4,44.7,111.7,131.8,Movie
Midnight Legacy,6.3,249.1,344.6,60.6,Series
Shadow Code,7.5,194.0,108.3,83.9,Movie
Dark Saga,3.3,109.9,129.6,174.0,Movie
Shadow Destiny,8.2,150.7,104.4,121.0,Movie
Final Reckoning,7.1,271.6,663.3,144.4,Movie
Shadow Code,3.5,189.8,287.2,97.0,Series
Secret Destiny,8.7,120.0,287.0,130.2,Movie
Dark Prophecy,9.0,37.0,73.4,102.8,Movie
Dark War,3.4,88.8,259.4,95.6,Movie
Midnight Reckoning,4.8,293.5,1102.8,109.4,Movie
Stranger Reckoning,8.2,131.8,350.2,115.2,Series
Shadow Chronicles,7.9,142.1,110.7,99.7,Series
Shadow Empire,4.2,150.1,86.9,91.0,Movie
Final War,4.4,265.3,387.2,134.9,Series
Broken Legacy,5.4,181.6,438.1,105.7,Movie
Lost Empire,6.1,208.4,146.3,84.2,Movie
Lost Prophecy,7.0,117.4,231.8,151.0,Series
Dark Destiny,5.4,9.7,43.6,146.8,Movie
Midnight Empire,6.0,279.4,252.9,166.4,Series
Eternal Prophecy,7.9,284.8,1358.0,126.6,Series
Broken Prophecy,3.2,284.8,1240.3,93.5,Series
Final War,4.6,283.2,1201.6,163.6,Movie
Secret Destiny,7.6,244.8,1073.8,93.6,Movie
Eternal Chronicles,8.8,205.7,176.9,138.7,Series
Midnight Code,6.3,253.5,299.2,82.8,Movie
Lost Chronicles,6.5,180.6,199.5,135.5,Movie
Midnight Truth,3.7,41.2,41.2,160.9,Movie
Dark Reckoning,5.9,118.0,233.0,124.8,Movie
Midnight Code,6.5,291.4,1234.4,116.5,Series
Secret Prophecy,4.6,106.0,173.2,179.2,Movie
Dark Code,4.8,260.5,416.5,62.7,Movie
Eternal Destiny,5.5,28.9,102.3,99.8,Movie
Broken Code,3.1,100.9,94.5,170.2,Series
Secret Empire,5.1,105.9,224.6,137.1,Series
Midnight Code,4.4,16.4,30.0,125.1,Movie
Hidden Truth,5.1,36.6,157.9,136.5,Movie
Broken Destiny,3.8,58.8,165.5,98.6,Movie
Midnight Saga,8.8,251.5,857.4,68.5,Movie
Midnight Empire,6.9,20.0,21.6,93.0,Movie
Hidden Destiny,7.4,90.3,422.6,100.4,Movie
Final Legacy,8.1,4.0,7.8,117.6,Movie
Lost Prophecy,6.2,209.0,769.3,107.3,Series
Lost Code,3.6,186.5,894.4,122.5,Movie
Stranger Prophecy,6.5,193.8,540.5,83.5,Movie
Shadow Reckoning,6.8,112.9,314.3,82.1,Series
Final War,7.8,63.3,65.0,102.2,Movie
Eternal Chronicles,5.8,216.4,488.3,116.8,Series
Shadow Saga,3.8,243.5,1055.8,101.0,Movie
Broken Prophecy,4.8,42.4,47.0,129.2,Movie
Eternal Truth,5.4,146.6,678.6,97.2,Movie
Hidden Code,7.2,75.4,264.1,81.3,Movie
Eternal Reckoning,6.7,51.3,122.8,163.5,Movie
Final Code,5.3,220.6,652.8,84.1,Series
Midnight War,9.4,161.9,190.6,176.0,Series
Hidden Reckoning,6.9,65.6,97.0,178.5,Movie
Final War,4.5,93.7,167.6,143.6,Series
Dark Legacy,3.7,290.0,647.2,120.2,Movie
Shadow Empire,4.0,254.8,1177.1,155.5,Series
Lost Saga,4.6,264.1,568.9,164.8,Series
Lost Saga,4.0,138.5,395.7,145.2,Movie
Shadow Reckoning,4.2,187.5,230.5,72.2,Movie
Hidden War,4.9,113.7,433.4,60.4,Movie
Broken Empire,4.1,24.2,73.1,83.0,Series
Final Empire,8.8,120.9,299.8,82.6,Movie
Hidden Saga,3.5,178.6,850.6,81.9,Movie
Broken Chronicles,6.4,86.9,391.7,121.2,Movie
Secret Truth,5.7,254.5,882.6,122.4,Movie
Secret Chronicles,9.4,46.2,214.7,146.8,Movie
Final Saga,3.7,110.8,337.0,84.2,Series
Eternal Truth,5.6,38.3,161.7,71.1,Series
Stranger Legacy,9.3,122.0,285.8,139.9,Movie
Secret Code,8.6,12.9,11.5,118.1,Series
Final Reckoning,8.3,82.5,410.3,140.0,Movie
Secret Prophecy,4.7,120.8,150.4,105.7,Movie
Broken Legacy,4.1,144.0,235.0,150.1,Movie
Shadow Reckoning,7.3,163.6,201.9,141.9,Movie
Midnight Chronicles,9.0,83.2,168.0,138.0,Series
Secret Reckoning,6.6,157.4,283.6,63.3,Movie
Stranger Chronicles,6.7,153.2,491.0,163.0,Movie
Stranger Chronicles,4.8,95.5,476.0,105.2,Movie
Lost Reckoning,8.0,249.2,183.5,76.3,Movie
Eternal Saga,4.2,164.1,656.9,150.7,Series
Final Truth,5.1,100.3,107.9,118.4,Series
Stranger Code,5.8,284.3,167.5,63.8,Series
Dark Truth,6.3,253.7,855.9,153.8,Movie
Secret Chronicles,4.6,294.8,1305.9,112.2,Movie
Lost Reckoning,3.7,208.0,269.0,150.6,Movie
Lost War,7.0,114.1,232.5,150.7,Movie
Midnight Saga,4.9,85.0,107.0,72.0,Series
Lost Prophecy,6.8,199.3,912.7,133.6,Movie
Lost Truth,4.0,294.3,505.2,103.2,Movie
Midnight Truth,6.1,188.4,471.2,125.6,Movie
Final War,6.5,264.6,1197.7,70.6,Series
Shadow Code,3.3,99.4,297.0,130.6,Movie
Secret Prophecy,5.2,122.7,576.4,153.3,Movie
Hidden Empire,3.9,272.0,1270.0,178.4,Movie
Eternal Code,3.4,227.3,585.8,98.4,Series
Midnight Chronicles,9.4,294.4,918.7,78.6,Series
Secret Destiny,5.1,232.7,357.5,103.9,Movie
Shadow Chronicles,8.3,135.1,669.7,62.3,Movie
Shadow Truth,4.7,159.8,280.0,109.1,Movie
Secret Code,7.4,270.3,1087.9,169.8,Movie
Secret Reckoning,7.9,165.9,316.6,83.3,Series
Lost Chronicles,6.9,77.4,147.7,117.3,Series
Final Reckoning,6.1,131.3,127.0,128.7,Movie
Broken Destiny,5.7,155.4,469.2,81.6,Movie
Lost Reckoning,5.3,29.9,47.9,99.6,Series
Eternal Chronicles,9.0,223.4,260.9,169.4,Movie
Eternal Legacy,8.4,33.7,51.2,95.5,Movie
Broken War,9.3,122.1,199.0,136.2,Movie
Shadow War,3.8,241.6,668.8,76.4,Movie
Eternal Chronicles,7.8,140.8,314.9,140.4,Series
Shadow War,9.1,252.8,212.3,93.5,Movie
Broken Code,4.2,103.2,300.5,87.8,Movie
Dark Saga,3.4,287.3,1162.1,74.9,Movie
Final Saga,7.8,63.6,196.1,65.6,Movie
Broken Reckoning,6.7,12.4,60.6,176.1,Series
Stranger Prophecy,8.5,261.9,247.8,109.7,Movie
Final Prophecy,3.9,225.9,947.7,153.3,Movie
Stranger Reckoning,8.2,70.4,195.4,170.4,Movie
Hidden Chronicles,4.3,295.4,841.1,84.5,Movie
Dark Saga,4.1,151.2,428.8,164.4,Movie
Shadow Empire,4.1,285.4,560.5,145.0,Movie
Broken Empire,8.3,152.0,298.0,129.4,Series
Stranger Prophecy,7.3,142.1,475.1,157.1,Movie
Shadow Empire,6.4,135.3,94.9,73.3,Series
Midnight Empire,5.3,101.1,318.4,91.6,Movie
Shadow Empire,8.7,160.6,604.0,75.7,Series
Eternal War,5.6,136.3,286.7,167.5,Movie
Shadow War,8.3,12.0,17.7,71.9,Movie
Lost Prophecy,5.9,78.9,115.2,177.6,Series
Secret Code,5.5,64.7,56.2,73.2,Movie
Dark Saga,6.0,260.4,235.3,139.4,Movie
Final Saga,5.0,180.1,225.1,139.3,Movie
Secret Empire,7.9,229.3,134.4,171.7,Movie
Shadow Destiny,6.3,287.1,487.5,98.8,Movie
Midnight War,4.5,193.6,363.7,99.8,Series
Midnight Prophecy,8.8,294.8,1467.7,161.6,Movie
Eternal Code,5.5,94.2,467.5,177.4,Movie
Eternal Truth,6.5,56.7,76.1,63.6,Movie
Dark Destiny,8.9,121.6,177.4,136.2,Movie
Dark Saga,7.1,141.8,384.8,89.2,Movie
Hidden Truth,3.8,268.7,314.3,147.4,Movie
Eternal Truth,9.1,168.4,466.2,152.7,Movie
Eternal Empire,7.1,88.4,203.1,151.5,Movie
Lost Reckoning,5.2,223.0,437.3,112.3,Movie
Hidden Destiny,3.9,152.2,639.5,78.9,Movie
Shadow Legacy,8.2,49.5,209.2,130.2,Series
Dark Saga,7.0,173.5,858.0,154.7,Series
Eternal Prophecy,6.5,273.5,411.3,169.5,Movie
Broken Code,8.8,252.9,1137.4,114.3,Movie
Secret Chronicles,8.1,176.5,515.4,89.5,Movie
Broken Chronicles,4.0,113.7,359.5,74.3,Series
Midnight Reckoning,5.0,27.0,122.4,155.7,Movie
Hidden Code,4.6,141.4,670.5,124.2,Movie
Secret Truth,7.8,225.9,851.8,140.9,Series
Broken Chronicles,3.2,108.7,224.5,79.1,Series
Hidden Prophecy,6.7,71.4,193.0,60.8,Movie
Stranger Destiny,8.0,279.5,913.3,176.1,Movie
Stranger Chronicles,8.7,246.6,1042.8,157.3,Movie
Shadow Saga,5.2,191.8,663.8,108.0,Series
Final Truth,8.3,41.9,89.9,114.9,Movie
Midnight Chronicles,3.7,44.3,105.5,171.5,Series
Midnight Chronicles,8.5,31.9,23.2,84.9,Series
Stranger Truth,3.8,185.3,863.4,156.3,Series
Secret Code,5.6,35.6,31.9,62.2,Movie
Lost Reckoning,8.2,252.9,786.4,165.1,Series
Hidden Chronicles,4.0,297.9,1317.4,130.7,Movie
Lost Truth,4.5,110.5,264.5,117.3,Series
Broken Empire,7.7,136.6,560.1,144.8,Movie
Final Destiny,7.7,213.8,880.3,68.1,Series
Dark Reckoning,7.2,281.2,216.3,83.5,Movie
Final Destiny,7.5,268.3,631.8,108.8,Movie
Hidden Reckoning,6.5,18.2,65.7,134.1,Series
Stranger War,4.6,51.6,123.9,77.3,Movie
Midnight Chronicles,5.2,226.6,669.2,105.5,Movie
Midnight Empire,4.2,207.0,657.2,91.3,Movie
Dark Reckoning,8.9,40.8,48.2,137.5,Movie
Lost Reckoning,6.8,151.1,355.7,170.3,Movie
Broken Legacy,5.6,234.5,147.3,79.9,Series
Stranger War,6.0,66.4,77.9,82.7,Movie
Dark Saga,9.2,261.5,733.5,132.1,Movie
Midnight Code,4.0,16.8,51.8,114.4,Movie
Hidden Empire,6.8,234.9,272.0,146.2,Movie
Final Saga,6.3,185.1,721.9,94.5,Series
Shadow Legacy,7.0,95.2,207.4,125.4,Movie
Eternal Destiny,3.1,216.6,1005.7,106.4,Movie
Eternal Saga,8.7,234.9,527.2,93.8,Movie
Hidden Code,9.1,280.2,329.0,147.5,Series
Final Saga,6.7,111.0,434.1,155.5,Movie
Dark Legacy,7.5,206.1,629.7,99.5,Series
Hidden Saga,9.0,181.2,405.9,134.8,Series
Shadow Code,7.6,158.0,332.1,81.4,Series
Hidden Prophecy,4.0,267.2,314.9,154.9,Series
Final Saga,6.7,1.9,3.9,93.8,Movie
Stranger Truth,6.9,85.4,54.0,80.5,Movie
Midnight Reckoning,5.8,161.9,447.0,172.8,Movie
Midnight Saga,7.8,54.3,246.3,110.7,Movie
Broken Code,9.1,272.5,1111.5,137.2,Movie
Final Reckoning,9.0,194.6,122.3,157.1,Movie
Hidden Truth,5.9,143.9,642.6,142.3,Movie
Hidden War,3.7,244.6,620.2,127.8,Movie
Midnight Saga,9.4,135.8,184.6,104.6,Series
Lost Prophecy,8.5,168.0,652.8,170.2,Movie
Lost Code,3.8,1.8,3.5,76.0,Movie
Hidden Legacy,9.0,110.3,180.9,166.1,Movie
Eternal Truth,8.7,42.5,52.1,145.2,Series
Eternal War,6.4,207.2,557.3,128.6,Movie
Lost War,6.8,144.2,132.7,99.0,Movie
Lost Legacy,5.6,91.2,368.0,77.5,Movie
Shadow Empire,3.4,140.9,368.9,113.2,Movie
Shadow Truth,5.2,63.7,160.0,154.1,Movie
Hidden War,8.2,277.6,141.1,149.4,Series
Secret Code,3.0,17.1,71.5,137.5,Movie
Eternal Reckoning,5.2,259.8,706.1,179.1,Movie
Broken Truth,5.6,153.9,381.6,176.7,Movie
Stranger Reckoning,6.5,186.1,730.7,108.0,Movie
Broken Reckoning,9.0,91.5,71.6,83.1,Series
Final Empire,5.3,290.0,623.5,115.7,Series
Broken Legacy,5.3,85.3,263.6,161.3,Movie
Broken Destiny,7.8,177.1,455.6,115.0,Movie
Midnight Saga,5.9,298.0,392.6,100.3,Movie
Final Truth,4.5,264.4,488.3,148.9,Series
Dark Saga,5.9,161.4,298.7,138.0,Movie
Eternal Prophecy,3.9,297.1,1474.8,176.2,Movie
Dark Reckoning,4.1,210.7,414.6,125.9,Movie
Eternal War,6.2,63.4,90.2,176.1,Movie
Secret Prophecy,5.7,122.3,513.9,94.9,Movie
Hidden War,8.9,101.0,241.9,163.8,Series
Lost Saga,5.4,103.9,259.5,102.1,Movie
Midnight Truth,6.8,228.4,678.3,157.2,Series
Final War,7.1,175.7,558.8,171.1,Series
Final Empire,3.1,12.4,39.2,134.8,Movie
Final Destiny,7.3,263.4,172.6,147.4,Movie
Final Destiny,4.2,89.7,375.4,175.0,Series
Hidden Saga,9.2,299.1,411.8,105.0,Movie
Stranger Legacy,4.0,286.3,519.8,121.4,Movie
Dark Empire,5.7,282.2,361.3,167.8,Series
Dark Prophecy,3.6,243.5,962.3,140.7,Movie
Lost Reckoning,9.5,67.0,209.5,164.8,Movie
Final Code,6.3,160.3,625.0,134.2,Movie
Dark Code,6.9,68.1,234.3,148.8,Series
Final Legacy,3.4,78.6,76.1,61.6,Movie
Dark Code,7.9,183.7,341.1,100.8,Series
Lost Legacy,4.4,13.2,36.7,152.5,Movie
Shadow Chronicles,8.8,290.9,544.6,108.5,Movie
Stranger Reckoning,4.3,275.7,395.0,103.5,Series
Final Saga,4.2,114.8,506.7,174.2,Series
Final Legacy,3.2,155.1,599.5,126.3,Movie
Hidden Chronicles,6.1,140.4,288.3,83.1,Movie
Eternal Empire,6.7,264.8,1044.0,116.7,Movie
Midnight War,3.4,206.9,687.7,122.2,Movie
Dark Chronicles,8.0,84.2,43.5,178.6,Movie
Eternal Code,5.9,134.6,297.6,146.2,Series
Final Truth,6.4,129.3,233.7,122.3,Series
Secret Prophecy,5.9,287.8,426.1,111.8,Series
Hidden Destiny,5.6,53.4,87.2,169.9,Movie
Midnight Reckoning,6.6,27.8,131.8,137.5,Movie
Dark Prophecy,4.0,264.3,710.6,102.7,Movie
Lost Prophecy,4.2,269.1,1161.1,115.8,Series
Shadow Code,8.6,261.6,383.0,93.4,Movie
Eternal Prophecy,9.1,153.8,197.6,175.3,Movie
Eternal Code,5.4,198.3,892.3,144.2,Series
Stranger War,4.8,169.4,462.6,107.1,Movie
Dark Code,7.2,21.8,98.7,82.0,Movie
Shadow Code,5.7,179.2,140.4,81.2,Series
Midnight Legacy,3.2,5.1,23.6,117.3,Movie
Broken Prophecy,4.0,98.2,232.7,116.1,Series
Shadow Destiny,7.7,279.8,335.5,110.1,Movie
Midnight Saga,7.3,91.9,328.6,162.2,Movie
Broken War,3.2,282.0,1152.3,177.5,Movie
Lost Legacy,4.4,75.8,54.1,102.6,Series
Lost Reckoning,4.5,95.1,470.0,95.4,Series
Lost Reckoning,7.4,188.9,687.0,152.4,Movie
Hidden Reckoning,3.1,228.7,445.1,114.0,Series
Broken Saga,3.7,150.9,178.2,86.1,Movie
Shadow Saga,8.2,264.8,600.1,81.7,Movie
Midnight Code,4.2,13.0,19.4,93.7,Movie
Eternal Reckoning,7.2,276.7,753.6,60.2,Series
Broken Empire,4.5,59.7,239.9,173.0,Movie
Hidden Saga,3.6,265.4,921.1,111.6,Series
Final Prophecy,4.6,120.9,297.6,69.9,Movie
Midnight Saga,7.7,250.0,258.8,79.8,Movie
Stranger Destiny,8.6,201.8,970.1,98.8,Movie
Midnight Reckoning,8.4,53.6,92.0,126.2,Series
Eternal Prophecy,5.6,275.5,482.2,144.4,Movie
Lost Truth,7.3,74.4,253.3,96.9,Movie
Dark Saga,4.3,74.0,293.6,174.9,Series
Stranger Reckoning,4.9,244.4,1204.6,151.2,Movie
Final Chronicles,8.8,32.7,159.0,159.1,Movie
Final Saga,3.1,67.4,310.8,98.8,Movie
Shadow Legacy,3.6,151.6,372.8,105.7,Series
Stranger War,4.4,249.3,311.6,124.6,Movie
Secret Destiny,3.2,45.1,141.2,114.2,Movie
Midnight Destiny,4.2,164.8,95.2,91.2,Movie
Midnight Truth,6.8,213.7,295.6,179.7,Movie
Secret Legacy,5.7,258.3,132.1,161.8,Movie
Final Prophecy,8.8,280.7,368.4,88.6,Series
Lost Chronicles,8.3,235.6,621.1,167.1,Movie
Hidden Truth,5.2,196.2,445.4,130.4,Movie
Final Code,4.7,130.7,282.6,61.5,Series
Dark Saga,5.5,34.5,146.3,101.5,Series
Broken Chronicles,6.8,213.2,754.2,63.1,Movie
Hidden Chronicles,4.7,297.8,1403.8,70.5,Series
Final Destiny,7.1,221.3,554.1,81.5,Movie
Eternal War,5.7,6.0,10.4,118.1,Series
Broken Truth,6.6,149.4,157.2,105.8,Series
Lost Truth,5.8,184.8,651.3,77.9,Movie
Hidden Code,4.9,207.2,888.4,107.3,Movie
Final Destiny,9.2,216.2,286.9,96.5,Series
Secret Reckoning,8.0,167.9,747.9,109.2,Movie
Stranger Prophecy,3.9,67.8,194.5,80.7,Movie
Broken Prophecy,8.6,282.7,324.6,133.2,Series
Lost Destiny,6.2,209.3,710.1,65.3,Movie
Midnight Truth,8.8,71.8,203.9,106.5,Movie
Secret Truth,8.2,97.4,61.1,167.4,Series
Midnight Reckoning,5.8,276.7,635.5,110.4,Movie
Dark Reckoning,3.1,266.4,1074.0,112.9,Series
Dark Destiny,4.7,122.1,366.2,68.2,Movie
Lost Code,6.5,12.5,22.1,132.6,Series
Midnight Truth,7.1,15.5,72.5,172.4,Series
Stranger Reckoning,4.7,85.9,134.9,95.0,Movie
Midnight Empire,3.9,189.1,309.6,107.2,Series
Secret Chronicles,8.4,175.7,368.2,130.6,Movie
Final Truth,9.4,190.5,862.1,71.2,Movie
Hidden Truth,6.4,215.5,600.0,174.0,Movie
Hidden Chronicles,4.1,6.7,23.9,116.1,Movie
Lost Legacy,4.8,32.4,158.5,73.8,Series
Midnight Empire,3.1,108.5,436.7,100.2,Movie
Midnight Empire,8.9,47.3,60.4,104.9,Movie
Eternal Prophecy,3.8,23.5,95.1,101.4,Series
Broken Destiny,6.7,192.6,744.9,143.2,Movie
Stranger Legacy,4.8,244.8,378.7,101.5,Movie
Secret Truth,6.6,226.0,443.9,98.9,Movie
Lost Destiny,7.2,245.3,906.5,98.7,Movie
Stranger Saga,8.4,200.1,314.7,153.3,Movie
Lost Destiny,4.3,220.9,317.4,97.0,Series
Hidden Empire,3.1,82.3,301.7,61.7,Movie
Stranger Legacy,3.9,297.9,1329.4,103.9,Movie
Final Prophecy,8.9,55.8,46.7,93.4,Movie
Broken Legacy,8.7,65.1,163.2,169.1,Movie
Stranger Legacy,6.9,87.4,282.5,117.3,Movie
Midnight Destiny,6.9,292.6,1036.8,88.1,Series
Midnight War,7.3,296.5,1477.4,177.8,Movie
Midnight Saga,4.1,238.7,852.7,89.6,Series
Final Empire,8.9,189.1,622.3,151.6,Series
Hidden Reckoning,5.7,156.5,775.3,137.9,Movie
Secret Empire,5.5,291.2,225.1,115.5,Series
Broken War,6.4,209.0,174.5,108.7,Series
Secret Chronicles,3.3,283.5,857.0,164.7,Series
Eternal Legacy,4.1,95.6,202.1,117.0,Movie
Shadow Saga,7.8,100.8,94.3,105.0,Movie
Midnight Empire,3.5,256.6,482.2,102.5,Movie
Broken War,6.9,45.8,161.9,93.1,Movie
Stranger Chronicles,4.6,283.8,1266.5,109.1,Movie
Stranger Saga,5.5,152.7,141.2,74.4,Movie
Eternal Code,4.9,278.0,814.7,67.8,Movie
Final Saga,5.3,101.7,186.4,125.0,Movie
Dark Truth,7.7,215.1,753.5,114.5,Movie
Final Saga,4.9,145.4,432.2,80.8,Movie
Secret Truth,6.7,188.4,879.9,72.8,Movie
Midnight War,6.1,151.8,101.6,77.2,Movie
Lost Empire,7.3,290.2,758.9,97.8,Movie
Broken Code,9.1,207.9,284.3,114.2,Movie
Broken Prophecy,7.8,76.1,221.9,83.2,Movie
Broken Legacy,4.4,273.0,1185.1,150.7,Movie
Midnight Legacy,3.2,88.9,409.0,83.2,Movie
Lost Saga,4.7,112.1,256.9,74.9,Movie
Midnight Chronicles,6.9,31.5,130.8,179.3,Movie
Dark Saga,3.3,270.1,476.0,113.7,Movie
Midnight Truth,6.2,86.5,45.7,80.4,Movie
Hidden Empire,6.9,78.4,340.9,167.3,Series
Midnight Legacy,5.2,276.2,286.5,87.7,Movie
Final Reckoning,8.0,241.9,140.1,171.1,Movie
Eternal Code,3.7,43.2,90.4,74.3,Movie
Midnight Code,3.5,231.0,509.9,161.0,Series
Shadow War,7.7,274.0,232.2,82.1,Movie
Secret Legacy,6.2,24.5,102.0,172.6,Movie
Shadow Destiny,7.5,247.7,575.9,128.9,Series
Dark Empire,5.8,164.7,445.5,82.8,Movie
Secret Empire,4.6,201.1,340.0,161.4,Movie
Final Chronicles,8.3,148.4,415.8,106.9,Movie
Final Empire,8.2,209.6,828.0,147.9,Movie
Midnight Saga,7.5,11.2,51.3,137.2,Series
Dark War,4.8,229.0,1114.6,145.7,Movie
Midnight Prophecy,6.8,11.0,26.6,101.2,Series
Secret Code,5.3,137.1,679.4,172.7,Movie
Midnight Truth,3.6,46.1,84.2,127.2,Movie
Lost Empire,9.0,247.2,131.4,69.3,Movie
Dark Reckoning,3.9,94.8,374.9,68.0,Series
Dark Legacy,9.2,136.8,178.2,148.6,Movie
Eternal Code,5.9,129.2,95.1,162.0,Series
Final Truth,4.2,232.0,1080.7,143.4,Movie
Eternal Chronicles,6.5,144.9,588.8,93.3,Movie
Final War,8.7,236.9,227.9,87.1,Series
Final Truth,7.8,23.0,91.9,127.9,Movie
